height,reach,sig_strikes_landed_pm,sig_strikes_accuracy,sig_strikes_absorbed_pm,sig_strikes_defended,takedown_avg_per15m,takedown_accuracy,takedown_defence,submission_avg_attempted_per15m,curr_weight,age,fighter_name
162.56,165.1,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0.0,56.699,32.61327857631759,Jose Torres
152.4,152.4,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2,52.16308,35.383983572895275,Danielle Taylor
175.26,175.26,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5,70.30676,41.17180013689254,Eddie Alvarez
182.88,185.42,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,77.11064,35.42505133470226,Jordan Mein
182.88,187.96,1.89,0.38,3.4,0.55,0.0,0.0,0.33,1.1,70.30676,34.83367556468173,Alvaro Herrera Mendoza
185.42,195.58,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2,83.91452,46.012320328542096,Vitor Miranda
182.88,182.88,2.81,0.46,3.84,0.49,1.41,0.2,0.5,0.0,92.98636,34.19301848049281,Jeremy Kimball
165.1,177.8,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,61.23492,35.06091718001369,Damian Stasiak
182.88,180.34,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,77.11064,29.034907597535934,Sage Northcutt
170.18,167.64,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5,56.699,32.865160848733744,Justin Scoggins
182.88,185.42,7.09,0.58,4.57,0.53,0.0,0.0,1.0,0.0,92.98636,41.40177960301163,Gokhan Saki
154.94,165.1,4.51,0.51,4.0,0.65,1.0,0.21,0.5,0.0,52.16308,35.9917864476386,Jamie Moyle
182.88,187.96,1.93,0.38,2.8,0.4,1.0,0.16,0.0,0.0,70.30676,29.691991786447637,Joe Giannetti
170.18,182.8093996188056,0.93,0.21,4.73,0.36,0.0,0.0,0.71,0.0,70.30676,38.64202600958248,Jay Cucciniello
162.56,165.1,4.04,0.3,4.67,0.66,0.0,0.0,0.0,1.3,56.699,45.53867214236824,Barb Honchak
175.26,172.72,1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0,70.30676,33.57426420260096,Richie Smullen
170.18,177.8,3.93,0.52,1.8,0.61,0.0,0.0,0.57,1.0,70.30676,32.941820670773446,Allan Zuniga
170.18,175.26,3.4,0.47,2.53,0.44,3.0,0.75,0.7,0.0,65.77083999999999,33.99041752224504,Tyler Diamond
177.8,177.8,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3,65.77083999999999,40.20807665982204,Matt Bessette
180.34,180.34,3.8,0.33,4.49,0.56,0.33,0.5,0.0,0.0,77.11064,33.295003422313485,Daichi Abe
172.72,185.42,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7,61.23492,37.09240246406571,Felipe Arantes
172.72,175.26,3.04,0.37,4.47,0.52,0.3,0.2,0.68,0.0,65.77083999999999,34.59000684462697,Rolando Dy
170.18,177.8,3.23,0.58,3.75,0.45,1.83,0.16,0.75,0.0,77.11064,39.28268309377139,Shinsho Anzai
154.94,160.02,2.7,0.3,4.48,0.58,0.25,1.0,0.28,0.2,52.16308,31.54277891854894,Viviane Pereira
175.26,180.34,3.67,0.35,3.37,0.6,0.0,0.0,0.6,2.5,56.699,27.748117727583846,Naoki Inoue
165.1,172.72,1.44,0.42,3.53,0.53,0.55,0.66,0.51,0.8,56.699,36.616016427104725,Jenel Lausa
167.64,167.64,4.03,0.41,4.0,0.62,0.0,0.0,1.0,0.0,56.699,37.719370294318956,Melinda Fabian
185.42,185.42,1.1,0.23,4.87,0.4,0.87,0.11,0.0,0.0,77.11064,46.38193018480493,CM Punk
182.88,190.5,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0,92.98636,45.46748802190281,Rashad Evans
177.8,175.26,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1,65.77083999999999,35.62765229295003,Mike Santiago
177.8,180.34,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,70.30676,41.43463381245722,Gleison Tibau
172.72,175.26,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4,65.77083999999999,31.02258726899384,Mads Burnell
182.88,177.8,3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3,83.91452,47.36755646817249,Daniel Kelly
185.42,193.04,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7,77.11064,35.72073921971253,Brad Scott
172.72,175.26,1.37,0.4,2.14,0.52,1.79,0.6,0.64,0.9,65.77083999999999,33.3388090349076,Diego Rivas
172.72,175.26,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6,61.23492,44.39151266255989,Henry Briones
182.88,195.58,5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0,70.30676,40.84873374401095,Felipe Silva
185.42,187.96,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,83.91452,46.789869952087614,Lyoto Machida
182.88,187.96,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,83.91452,47.950718685831625,Vitor Belfort
182.88,195.58,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0,77.11064,42.86652977412731,Alberto Mina
193.04,205.74,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0,92.98636,36.07939767282683,James Bochnovic
182.88,190.5,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,77.11064,31.73990417522245,Luan Chagas
172.72,185.42,4.12,0.51,4.12,0.52,2.71,0.41,1.0,0.5,61.23492,43.51540041067762,Patrick Williams
167.64,162.56,4.48,0.42,5.66,0.57,0.71,0.4,0.68,0.4,56.699,36.0848733744011,Bec Rawlings
170.18,172.72,3.83,0.45,5.3,0.62,0.42,0.25,0.46,0.0,61.23492,31.72895277207392,Tom Duquesnoy
182.88,195.58,2.38,0.36,3.55,0.37,0.87,0.16,0.0,0.0,77.11064,33.59342915811088,Oliver Enkamp
190.5,195.58,2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2,108.86208,35.68788501026694,Dmitry Sosnovskiy
193.04,195.58,3.97,0.53,3.3,0.54,0.0,0.0,0.28,0.0,108.86208,41.308692676249144,Mark Godbeer
182.88,187.96,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,77.11064,49.48665297741273,Mike Pyle
170.18,177.8,1.75,0.4,1.68,0.53,2.11,0.45,0.52,0.8,61.23492,38.5845311430527,Russell Doane
175.26,182.88,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,61.23492,33.804243668720055,Albert Morales
187.96,198.12,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7,77.11064,33.72210814510609,Brian Camozzi
177.8,182.88,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,77.11064,44.92539356605065,Joshua Burkman
182.88,187.96,3.35,0.39,5.82,0.35,4.41,0.62,1.0,0.9,112.037224,39.219712525667354,Cyril Asker
177.8,172.72,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7,70.30676,40.21629021218344,Damien Brown
190.5,203.2,2.74,0.5,5.66,0.39,4.47,0.25,0.0,0.0,83.91452,33.05681040383299,Rob Wilkinson
180.34,180.34,2.22,0.46,2.58,0.47,5.73,0.52,0.66,0.0,65.77083999999999,32.49007529089665,Jeremy Kennedy
190.5,195.58,3.43,0.45,3.08,0.44,1.09,0.24,0.69,0.0,120.20188,40.002737850787135,Timothy Johnson
162.56,157.48,1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0,52.16308,42.98699520876112,Maia Stevenson
167.64,165.1,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9,61.23492,37.97946611909651,Joe Soto
170.18,185.42,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,65.77083999999999,37.700205338809035,Godofredo Pepey
165.1,165.1,1.94,0.44,2.11,0.55,1.72,0.31,0.7,0.0,52.16308,42.997946611909654,Juliana Lima
185.42,190.5,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0,92.98636,45.040383299110196,Francimar Barroso
182.88,182.88,4.98,0.48,6.91,0.47,2.8,0.5,0.66,0.0,77.11064,36.39972621492129,Sabah Homasi
180.34,182.88,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0,77.11064,42.81177275838467,Galore Bofando
172.72,177.8,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,70.30676,41.48665297741273,Abel Trujillo
180.34,198.12,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0,83.91452,37.609856262833674,Oluwale Bamgbose
182.88,187.96,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,77.11064,40.72826830937714,Erick Silva
165.1,180.34,1.74,0.37,3.93,0.44,1.37,0.33,0.66,0.0,56.699,28.542094455852155,Carls John De Tomas
190.5,195.58,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,83.91452,37.374401095140314,Antonio Braga Neto
154.94,165.1,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4,52.16308,41.61533196440794,Angela Magana
162.56,172.72,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0,56.699,40.31759069130732,DeAnna Bennett
170.18,175.26,5.0,0.58,3.0,0.64,7.5,1.0,0.0,0.0,56.699,39.34565366187543,Christina Marks
190.5,193.04,7.69,0.48,5.53,0.59,0.35,1.0,0.58,0.0,83.91452,43.559206023271734,Ryan Janes
162.56,160.02,1.2,0.2,1.8,0.76,0.0,0.0,0.0,0.0,56.699,36.01368925393566,Karine Gevorgyan
167.64,167.64,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0,56.699,34.49144421629021,Ariel Beck
185.42,190.5,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,83.91452,46.039698836413415,Michael Bisping
175.26,180.34,4.73,0.43,3.27,0.6,0.0,0.0,0.0,0.0,65.77083999999999,39.00068446269678,Wang Guan
182.88,187.96,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6,77.11064,34.9678302532512,Bobby Nash
162.56,165.1,3.89,0.43,4.75,0.53,2.0,0.57,0.61,0.6,52.16308,33.92470910335387,Kailin Curran
170.18,182.88,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0,61.23492,37.73305954825462,Bharat Kandare
182.88,193.04,2.18,0.34,2.31,0.57,0.67,0.25,0.55,0.5,77.11064,36.23545516769336,Bojan Velickovic
167.64,170.18,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0,56.699,39.493497604380565,Ashkan Mokhtarian
177.8,182.88,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,70.30676,38.431211498973305,Will Brooks
195.58,193.04,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0,117.93392,44.91444216290212,Anthony Hamilton
182.88,187.96,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,83.91452,45.90006844626968,Nate Marquardt
177.8,185.42,2.91,0.29,5.98,0.48,0.0,0.0,0.36,0.0,70.30676,40.224503764544835,Michel Quinones
185.42,187.96,3.83,0.46,4.52,0.64,0.45,0.08,0.75,0.5,92.98636,39.39219712525667,Marcel Fortuna
180.34,193.04,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,83.91452,43.81930184804928,Georges St-Pierre
175.26,175.26,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,83.91452,41.503080082135526,Johny Hendricks
172.72,175.26,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,70.30676,40.7419575633128,Hacran Dias
195.58,182.8093996188056,2.76,0.44,4.02,0.42,0.0,0.0,0.33,0.0,120.20188,44.70088980150582,Christian Colombo
187.96,190.5,2.92,0.48,5.65,0.56,0.37,1.0,0.8,0.0,92.98636,37.659137577002056,Jonathan Wilson
175.26,180.34,1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3,70.30676,33.152635181382614,Marcin Held
162.56,182.8093996188056,2.23,0.37,4.07,0.57,1.04,0.11,0.0,0.5,52.16308,38.587268993839835,Pearl Gonzalez
172.72,175.26,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2,56.699,38.822724161533195,Marco Beltran
170.18,177.8,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,70.30676,46.47501711156742,Takanori Gomi
190.5,193.04,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,92.98636,35.53182751540041,Henrique da Silva
165.1,182.8093996188056,6.23,0.31,7.77,0.55,0.0,0.0,0.0,0.0,52.16308,27.54277891854894,Chan-Mi Jeon
190.5,195.58,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2,77.11064,40.15605749486653,Hyun Gyu Lim
185.42,182.8093996188056,2.47,0.42,2.47,0.69,0.65,1.0,0.0,0.0,113.851592,43.605749486652975,Azunna Anyanwu
180.34,180.34,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0,70.30676,39.304585900068446,Jason Saggo
177.8,185.42,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4,70.30676,39.30184804928131,Mitch Clarke
177.8,182.88,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,70.30676,42.24229979466119,Adriano Martins
187.96,183.39314989138305,10.22,0.61,0.13,0.92,3.98,1.0,0.0,2.0,92.98636,33.30047912388775,Abdul-Kerim Edilov
180.34,185.42,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0,92.98636,44.955509924709105,Bojan Mihajlovic
180.34,177.8,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,70.30676,39.09924709103354,Andrew Holbrook
157.48,162.56,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4,56.699,38.652977412731005,Hector Sandoval
182.88,195.58,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,83.91452,42.217659137577,Rafael Natal
185.42,190.5,4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0,109.315672,44.837782340862425,Damian Grabowski
177.8,177.8,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,70.30676,37.45379876796714,Chris Wade
180.34,185.42,1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3,70.30676,35.841204654346335,Frankie Perez
177.8,185.42,2.4,0.31,3.47,0.42,0.0,0.0,0.25,0.0,110.222856,37.06228610540725,James Mulheron
162.56,162.56,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,56.699,45.53867214236824,Neil Seery
180.34,182.8093996188056,1.64,0.19,7.21,0.53,0.0,0.0,0.0,0.0,77.11064,44.238193018480494,Charlie Ward
175.26,167.64,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,61.23492,42.573579739904176,Leslie Smith
182.88,187.96,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,112.037224,42.535249828884325,Daniel Omielanczuk
198.12,200.66,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,115.66596,42.65845311430527,Travis Browne
182.88,185.42,1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1,77.11064,42.195756331279945,Jesse Taylor
187.96,182.8093996188056,2.31,0.17,6.92,0.44,0.0,0.0,0.0,0.0,92.98636,37.68925393566051,Nick Roehrick
177.8,182.8093996188056,3.53,0.26,7.07,0.43,1.0,0.11,0.0,0.0,77.11064,38.47227926078029,Tom Gallicchio
190.5,193.04,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0,92.98636,46.34907597535934,Joachim Christensen
167.64,177.8,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,65.77083999999999,46.16563997262149,Dennis Siver
177.8,182.88,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2,70.30676,35.709787816563995,Johnny Case
187.96,187.96,3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0,92.98636,40.31485284052019,Josh Stansbury
187.96,193.04,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,77.11064,43.32101300479124,Dong Hyun Kim
177.8,177.8,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,77.11064,38.51882272416153,Tarec Saffiedine
165.1,182.8093996188056,3.29,0.41,3.45,0.47,0.78,1.0,0.26,0.0,61.23492,35.73716632443532,Kwan Ho Kwak
177.8,187.96,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0,77.11064,37.12799452429842,Dominique Steele
177.8,180.34,1.87,0.44,3.92,0.41,1.59,0.2,0.28,0.3,77.11064,43.86858316221766,Kiichi Kunimoto
177.8,182.8093996188056,3.19,0.26,6.65,0.49,0.0,0.0,1.0,0.0,77.11064,40.99931553730322,Jim Wallhead
193.04,195.58,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5,83.91452,34.86652977412731,Alex Nicholson
187.96,190.5,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,83.91452,38.313483915126625,Chris Camozzi
180.34,185.42,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,70.30676,46.732375085557834,Reza Madadi
182.88,190.5,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2,77.11064,38.940451745379875,Nicholas Musoke
185.42,182.8093996188056,4.08,0.48,5.85,0.4,1.85,0.42,0.3,1.2,70.30676,39.01437371663244,Michael McBride
170.18,182.8093996188056,3.13,0.32,3.4,0.58,5.0,0.55,0.0,0.0,61.23492,40.380561259411365,Cindy Dandois
177.8,182.88,3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8,70.30676,39.592060232717316,Joe Proctor
182.88,185.42,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,119.294696,48.73100616016427,Roy Nelson
175.26,177.8,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2,70.30676,40.28747433264887,Rashid Magomedov
167.64,165.1,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0,61.23492,42.03148528405202,Augusto Mendes
177.8,175.26,3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0,77.11064,46.639288158795345,Nathan Coy
187.96,198.12,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,92.98636,41.021218343600275,Anthony Johnson
187.96,193.04,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,83.91452,39.61670088980151,Gegard Mousasi
180.34,190.5,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,77.11064,45.03764544832307,Patrick Cote
180.34,180.34,3.21,0.39,4.75,0.51,0.36,0.16,0.83,0.0,65.77083999999999,38.47501711156742,Mike de la Torre
167.64,172.72,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,61.23492,46.469541409993155,Brad Pickett
190.5,190.5,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,83.91452,36.81587953456537,Scott Askham
170.18,185.42,2.04,0.44,3.14,0.53,0.59,0.3,0.36,0.8,65.77083999999999,40.98015058179329,Rony Jason
185.42,182.88,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,83.91452,42.53251197809719,Garreth McLellan
172.72,170.18,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,65.77083999999999,39.1129363449692,Sam Sicilia
180.34,182.8093996188056,2.48,0.41,2.53,0.64,0.0,0.0,0.64,0.0,70.30676,42.64750171115674,Alex Ricci
170.18,165.1,3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8,61.23492,42.29705681040383,Reginaldo Vieira
175.26,182.88,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,65.77083999999999,41.1088295687885,Phillipe Nover
180.34,193.04,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,77.11064,46.78165639972622,Roan Carneiro
165.1,170.18,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,61.23492,34.44216290212184,Michinori Tanaka
185.42,190.5,1.32,0.46,3.39,0.44,2.83,0.33,0.5,0.0,92.98636,40.525667351129364,Daniel Jolly
175.26,182.8093996188056,0.79,0.25,2.75,0.45,0.79,1.0,0.5,0.0,70.30676,35.356605065023956,JC Cottrell
190.5,195.58,1.58,0.36,2.54,0.56,3.29,0.28,1.0,0.0,108.86208,34.66392881587954,Viktor Pesta
170.18,162.56,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0,52.16308,39.441478439425055,Jocelyn Jones-Lybarger
170.18,167.64,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,61.23492,38.11362080766598,Ronda Rousey
187.96,187.96,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7,77.11064,39.67419575633128,Brandon Thatch
185.42,185.42,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,65.77083999999999,40.88158795345654,Cole Miller
177.8,180.34,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2,77.11064,36.92539356605065,James Moontasri
170.18,175.26,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,61.23492,41.242984257357975,Takeya Mizugaki
160.02,165.1,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0,56.699,45.4757015742642,Fredy Serrano
180.34,187.96,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,83.91452,45.53319644079398,Tim Kennedy
170.18,172.72,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3,52.16308,41.87542778918549,Valerie Letourneau
162.56,162.56,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3,56.699,41.90280629705681,Zach Makovsky
185.42,187.96,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5,92.98636,41.530458590006845,Sean O'Connell
180.34,182.8093996188056,1.04,0.39,2.92,0.45,1.56,1.0,0.5,0.8,83.91452,31.583846680355922,Joseph Gigliotti
175.26,177.8,3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3,65.77083999999999,37.921971252566735,Tiago dos Santos e Silva
182.88,182.8093996188056,3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0,92.98636,39.32922655715264,Keith Berish
170.18,175.26,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,77.11064,37.72210814510609,Brendan O'Reilly
182.88,182.88,3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0,83.91452,38.652977412731005,Elvis Mutapcic
185.42,193.04,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,77.11064,44.988364134154686,Kyle Noke
170.18,182.8093996188056,2.17,0.44,4.34,0.48,1.36,0.33,0.0,0.0,70.30676,35.32375085557837,Yusuke Kasuya
157.48,157.48,4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2,52.16308,38.01779603011636,Seo Hee Ham
190.5,183.39314989138305,3.47,0.5,1.43,0.69,0.58,0.33,0.58,0.0,77.11064,37.609856262833674,Jonathan Meunier
182.88,185.42,3.84,0.46,2.72,0.58,1.55,0.4,0.66,0.2,77.11064,36.28199863107461,Richard Walsh
165.1,167.64,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,56.699,34.79808350444901,Geane Herrera
162.56,162.56,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,65.77083999999999,43.24435318275154,Guangyou Ning
165.1,162.56,1.44,0.21,2.82,0.48,0.66,0.16,0.58,0.0,56.699,34.09719370294319,Yao Zhikui
187.96,187.96,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,92.98636,41.76865160848734,Ryan Bader
165.1,170.18,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,61.23492,43.84941820670773,Manvel Gamburyan
195.58,200.66,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0,83.91452,42.926762491444215,Magnus Cedenblad
165.1,167.64,3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0,56.699,34.42026009582478,Kyoji Horiguchi
162.56,165.1,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,56.699,39.75906913073238,Ali Bagautinov
160.02,182.8093996188056,3.68,0.49,4.64,0.56,0.0,0.0,0.33,0.0,52.16308,40.435318275154,Anna Elmose
160.02,182.8093996188056,0.87,0.31,3.43,0.58,2.34,0.45,0.0,0.0,61.23492,35.60848733744011,Milana Dudieva
167.64,162.56,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3,52.16308,44.48186173853525,Heather Clark
172.72,172.72,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2,61.23492,35.31553730321698,Erik Perez
182.88,185.42,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0.0,77.11064,39.31553730321698,Erick Montano
182.88,182.8093996188056,1.73,0.24,3.55,0.66,0.7,0.33,1.0,0.0,70.30676,45.765913757700204,Jason Novelli
177.8,182.8093996188056,2.37,0.3,4.17,0.48,0.0,0.0,0.46,0.0,65.77083999999999,32.15605749486653,Chris Avila
180.34,187.96,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,83.91452,54.554414784394254,Dan Henderson
180.34,185.42,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0,77.11064,33.215605749486656,Albert Tumenov
172.72,180.34,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0,70.30676,34.2943189596167,Lukasz Sajewski
193.04,193.04,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,83.91452,38.35455167693361,Tamdan McCrory
190.5,182.8093996188056,4.15,0.43,7.32,0.4,3.97,1.0,0.16,0.0,111.13004,36.70636550308008,Cody East
172.72,182.8093996188056,4.01,0.48,3.61,0.52,0.0,0.0,0.44,0.0,61.23492,39.92881587953457,Kelly Faszholz
193.04,208.28,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,119.748288,45.497604380561256,Antonio Silva
180.34,185.42,0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8,77.11064,37.489390828199866,Hector Urbina
182.88,195.58,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3,70.30676,34.039698836413415,Glaico Franca Moreira
177.8,187.96,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,77.11064,41.07871321013005,Kenny Robertson
172.72,180.34,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,65.77083999999999,41.40999315537303,Maximo Blanco
185.42,185.42,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0,77.11064,40.38329911019849,Augusto Montano
182.88,182.8093996188056,2.35,0.56,2.99,0.44,0.0,0.0,0.52,1.0,83.91452,42.913073237508556,Leonardo Guimaraes
185.42,185.42,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,83.91452,37.24845995893224,Caio Magalhaes
177.8,187.96,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0,77.11064,37.719370294318956,Sean Spencer
190.5,198.12,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,113.398,47.34017796030116,Josh Barnett
175.26,180.34,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5,70.30676,41.91375770020534,Tae Hyun Bang
170.18,175.26,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2,61.23492,41.4839151266256,Leandro Issa
175.26,182.88,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,70.30676,39.337440109514034,Leandro Silva
180.34,195.58,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,83.91452,43.74537987679671,Kevin Casey
182.88,180.34,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0,70.30676,38.143737166324435,Shane Campbell
175.26,180.34,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,77.11064,40.54209445585216,Rick Story
167.64,165.1,2.6,0.33,3.07,0.58,0.75,0.25,0.53,0.2,61.23492,38.56536618754278,Elizabeth Phillips
180.34,182.88,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,77.11064,38.52703627652293,Lorenz Larkin
190.5,182.8093996188056,1.79,0.52,3.49,0.45,2.83,0.5,0.66,0.0,83.91452,40.596851471594796,Alberto Uda
177.8,182.8093996188056,0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0,65.77083999999999,34.49418206707735,Horacio Gutierrez
