height,reach,sig_strikes_landed_pm,sig_strikes_accuracy,sig_strikes_absorbed_pm,sig_strikes_defended,takedown_avg_per15m,takedown_accuracy,takedown_defence,submission_avg_attempted_per15m,curr_weight,age,fighter_name
172.72,180.34,5.06,0.51,5.17,0.48,0.31,0.4,0.9,0.0,70.30676,32.02464065708419,Rafael Fiziev
180.34,182.88,1.84,0.61,3.0,0.49,1.9,0.59,0.66,1.0,77.11064,36.62696783025325,Gunnar Nelson
162.56,162.56,4.5,0.38,4.78,0.55,0.27,0.21,0.57,0.1,56.699,36.435318275154,Jennifer Maia
167.64,175.26,8.77,0.55,5.9,0.58,1.96,0.42,0.71,0.7,56.699,27.433264887063654,Casey O'Neill
187.96,193.04,3.02,0.44,3.01,0.55,1.72,0.5,0.33,1.7,83.91452,36.662559890485966,Roman Dolidze
172.72,180.34,3.84,0.58,2.2,0.57,3.42,0.4,0.79,0.7,61.23492,30.099931553730322,Jack Shore
177.8,182.88,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,65.77083999999999,36.34496919917864,Makwan Amirkhani
180.34,185.42,3.42,0.4,3.18,0.58,0.46,1.0,0.63,0.0,70.30676,39.40588637919233,Omar Morales
190.5,198.12,2.56,0.36,3.98,0.44,0.0,0.0,0.33,2.8,70.30676,28.870636550308006,Sam Patterson
170.18,177.8,1.14,0.54,0.87,0.61,7.34,0.53,0.0,1.3,56.699,24.621492128678987,Muhammad Mokaev
185.42,187.96,5.54,0.57,4.55,0.46,0.96,0.12,0.45,0.0,83.91452,30.819986310746064,Dusko Todorovic
170.18,180.34,1.93,0.42,2.26,0.42,1.61,0.3,0.09,0.8,56.699,34.81998631074607,Malcolm Gordon
167.64,165.1,6.93,0.51,4.72,0.51,1.57,0.54,0.59,0.3,56.699,39.22245037645448,Joanne Wood
162.56,162.56,3.35,0.46,4.38,0.45,1.34,0.4,0.55,0.5,56.699,29.371663244353183,Veronica Hardy
167.64,172.72,4.46,0.41,2.41,0.56,6.55,0.36,0.78,0.3,61.23492,34.17385352498289,Merab Dvalishvili
170.18,170.18,5.03,0.53,4.26,0.59,1.71,0.52,0.85,0.1,61.23492,32.0848733744011,Petr Yan
190.5,195.58,4.38,0.55,2.47,0.44,2.29,0.38,0.53,1.4,92.98636,33.01848049281314,Nikita Krylov
172.72,177.8,4.63,0.49,3.81,0.57,0.46,0.41,0.69,0.1,61.23492,30.899383983572896,Jonathan Martinez
172.72,177.8,3.54,0.47,2.15,0.56,1.03,0.16,0.65,1.2,61.23492,32.93908281998631,Said Nurmagomedov
167.64,172.72,3.44,0.55,2.84,0.51,2.27,0.55,0.64,0.4,61.23492,45.23477070499658,Guido Cannetti
165.1,167.64,3.22,0.42,2.5,0.66,1.65,0.39,0.78,0.2,61.23492,42.652977412731005,Raphael Assuncao
170.18,172.72,8.67,0.54,5.98,0.48,0.0,0.0,0.79,0.7,61.23492,37.86173853524983,Victor Henry
165.1,175.26,3.82,0.48,4.47,0.44,5.4,0.41,0.52,0.3,61.23492,33.45927446954141,Tony Gravely
182.88,195.58,4.73,0.47,6.76,0.48,0.49,1.0,0.68,0.0,77.11064,31.27173169062286,Jared Gooden
193.04,213.36,4.29,0.57,2.22,0.64,1.93,0.45,0.95,0.5,112.490816,37.65366187542779,Jon Jones
185.42,195.58,4.45,0.59,2.61,0.53,1.49,0.33,1.0,1.5,77.11064,30.390143737166323,Shavkat Rakhmonov
180.34,190.5,5.22,0.5,5.6,0.58,0.51,0.44,0.87,0.1,77.11064,34.54346338124572,Geoff Neal
177.8,177.8,3.03,0.51,3.23,0.6,4.54,0.31,0.9,0.2,70.30676,34.25598904859685,Mateusz Gamrot
172.72,165.1,3.0,0.4,3.89,0.61,1.13,0.34,0.78,0.0,61.23492,33.686516084873375,Cody Garbrandt
170.18,177.8,2.13,0.37,4.29,0.39,0.62,0.15,0.6,0.2,61.23492,34.60917180013689,Trevin Jones
185.42,195.58,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6,83.91452,41.190965092402465,Derek Brunson
162.56,172.72,4.63,0.47,5.45,0.55,1.81,0.48,0.82,0.6,56.699,38.31074606433949,Viviane Araujo
187.96,182.88,4.86,0.44,4.99,0.51,0.0,0.0,0.53,2.6,83.91452,34.85010266940452,Julian Marquez
177.8,177.8,4.33,0.48,4.94,0.5,0.72,0.42,0.25,0.5,61.23492,28.969199178644764,Mana Martinez
165.1,170.18,2.52,0.31,4.75,0.46,1.32,0.21,0.36,0.6,52.16308,42.119096509240244,Jessica Penne
187.96,190.5,3.96,0.53,3.89,0.46,1.22,0.42,0.55,1.6,83.91452,29.21013004791239,Brendan Allen
190.5,195.58,4.6,0.49,3.83,0.48,0.23,0.4,0.56,0.0,120.20188,33.84804928131417,Augusto Sakai
170.18,172.72,2.47,0.37,3.06,0.42,1.94,0.31,0.64,0.9,56.699,30.078028747433265,Montana De La Rosa
185.42,193.04,2.34,0.42,3.44,0.59,1.0,0.28,0.8,0.5,77.11064,32.580424366872,Yohan Lainesse
180.34,190.5,2.4,0.36,8.08,0.4,6.0,0.55,0.5,0.0,70.30676,33.14715947980835,Erick Gonzalez
175.26,180.34,2.64,0.6,1.93,0.56,2.31,0.26,0.3,1.2,70.30676,29.782340862423,Jordan Leavitt
172.72,177.8,8.65,0.5,7.45,0.54,0.86,0.5,0.8,0.0,70.30676,33.659137577002056,Victor Martinez
175.26,177.8,2.24,0.55,1.53,0.52,2.51,0.5,0.5,1.6,70.30676,31.54551676933607,Joe Solecki
177.8,182.88,2.5,0.51,0.46,0.59,3.06,0.44,0.0,0.0,70.30676,24.262833675564682,Nurullo Aliev
172.72,172.72,1.85,0.48,3.3,0.58,0.29,0.25,0.44,1.5,70.30676,34.32991101984942,Rafael Alves
187.96,195.58,4.1,0.56,6.03,0.31,2.09,0.45,1.0,0.4,92.98636,33.43463381245722,Jordan Wright
177.8,185.42,2.62,0.56,3.3,0.35,1.78,0.4,0.48,0.4,92.98636,36.94455852156057,William Knight
175.26,182.88,4.57,0.4,4.53,0.56,1.38,0.32,0.63,0.1,65.77083999999999,32.44900752908966,Alexander Hernandez
170.18,165.1,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,61.23492,43.00342231348392,Lina Lansberg
172.72,175.26,2.0,0.26,4.13,0.56,0.0,0.0,0.66,0.0,65.77083999999999,30.080766598220396,Khusein Askhabov
190.5,203.2,2.71,0.47,3.14,0.46,1.15,0.38,0.66,0.5,92.98636,41.93292265571527,Ovince Saint Preux
177.8,170.18,3.54,0.49,4.59,0.47,1.92,0.41,0.28,1.1,77.11064,28.06570841889117,AJ Fletcher
167.64,167.64,4.5,0.51,2.85,0.6,2.47,0.5,0.0,2.5,56.699,28.761122518822724,Clayton Carpenter
160.02,162.56,2.18,0.3,2.18,0.63,2.72,0.33,0.0,0.0,56.699,30.069815195071868,Juancamilo Ronderos
177.8,177.8,2.35,0.59,1.27,0.61,3.24,0.62,0.9,1.1,70.30676,33.379876796714576,Islam Makhachev
167.64,170.18,3.42,0.5,5.87,0.31,0.97,0.25,0.2,1.9,65.77083999999999,34.49144421629021,Don Shainis
154.94,154.94,4.14,0.58,2.58,0.52,2.04,0.5,0.74,0.2,52.16308,29.152635181382614,Loma Lookboonmee
172.72,172.72,3.17,0.39,3.07,0.63,2.13,0.39,1.0,0.0,70.30676,34.16016427104723,Zubaira Tukhugov
177.8,177.8,4.74,0.53,4.91,0.54,0.29,0.2,0.5,0.0,65.77083999999999,33.927446954141,Dooho Choi
182.88,175.26,5.69,0.42,4.8,0.53,1.26,0.33,0.6,0.6,70.30676,30.16563997262149,Anshul Jubli
172.72,175.26,2.77,0.51,2.56,0.42,1.89,1.0,0.6,0.6,70.30676,30.198494182067076,Jeka Saragih
170.18,167.64,3.51,0.48,2.62,0.59,2.23,0.3,1.0,3.7,56.699,29.357973990417523,HyunSung Park
167.64,162.56,2.69,0.42,2.69,0.65,1.02,0.27,0.74,0.0,56.699,28.213552361396303,SeungGuk Choi
193.04,200.66,7.31,0.54,3.35,0.47,0.0,0.0,0.73,0.0,92.98636,33.82067077344285,Jamahal Hill
187.96,193.04,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,92.98636,45.37713894592745,Glover Teixeira
165.1,172.72,3.09,0.55,3.5,0.51,1.44,0.42,0.57,1.8,56.699,37.23750855578371,Deiveson Figueiredo
165.1,170.18,4.05,0.39,5.25,0.55,1.03,0.25,0.69,0.1,56.699,41.63175906913073,Lauren Murphy
185.42,193.04,3.57,0.5,2.79,0.54,2.01,0.48,0.49,0.7,92.98636,43.29911019849418,Mauricio Rua
185.42,193.04,7.49,0.55,5.42,0.53,1.8,0.57,0.71,0.0,77.11064,37.32511978097194,Mounir Lazzez
190.5,193.04,2.41,0.44,3.02,0.55,1.01,0.23,0.45,0.1,106.59412,43.52908966461328,Shamil Abdurakhimov
180.34,182.88,3.21,0.47,4.09,0.51,1.37,0.5,0.8,0.9,77.11064,34.19028062970568,Warlley Alves
157.48,170.18,7.22,0.44,5.85,0.52,0.0,0.0,0.7,0.0,65.77083999999999,31.222450376454482,Josiane Nunes
162.56,182.88,2.82,0.41,3.91,0.48,1.21,0.25,0.35,1.6,61.23492,33.89733059548254,Saimon Oliveira
180.34,182.88,4.04,0.45,4.22,0.48,0.9,0.4,0.3,0.0,83.91452,32.3066392881588,Punahele Soriano
170.18,170.18,4.02,0.5,3.34,0.62,0.93,0.27,0.63,0.6,61.23492,36.5201916495551,Raquel Pennington
172.72,175.26,4.85,0.7,0.73,0.75,4.28,0.45,1.0,0.9,61.23492,29.193702943189596,Umar Nurmagomedov
175.26,175.26,5.64,0.6,2.3,0.66,2.03,0.57,0.85,0.2,61.23492,29.516769336071185,Javid Basharat
167.64,180.34,2.41,0.38,6.27,0.29,1.9,0.18,0.4,0.0,56.699,26.154688569472963,Mateus Mendonca
177.8,185.42,3.54,0.48,4.02,0.55,0.97,0.38,0.52,0.0,83.91452,39.58932238193019,Abdul Razak Alhassan
172.72,175.26,3.21,0.61,2.28,0.5,1.55,0.26,0.16,0.9,56.699,33.50581793292265,Allan Nascimento
175.26,187.96,0.93,0.31,3.13,0.44,0.0,0.0,0.33,1.0,61.23492,29.16084873374401,Nick Aguirre
160.02,147.32,3.01,0.4,3.22,0.48,2.04,0.56,0.71,0.5,52.16308,25.675564681724847,Cory McKenna
160.02,160.02,4.93,0.5,2.57,0.64,0.25,0.33,0.66,0.2,52.16308,29.71937029431896,Cheyanne Vlismas
172.72,175.26,2.05,0.51,0.88,0.58,6.63,0.48,0.83,1.9,61.23492,29.3305954825462,Saidyokub Kakhramonov
167.64,170.18,3.01,0.43,2.97,0.61,3.63,0.31,0.68,0.0,61.23492,35.748117727583846,Sergey Morozov
190.5,190.5,3.55,0.52,2.15,0.59,0.99,0.29,0.86,0.0,92.98636,32.780287474332646,Magomed Ankalaev
177.8,185.42,4.19,0.46,3.48,0.41,0.97,0.25,0.56,2.4,70.30676,30.193018480492814,Paddy Pimblett
182.88,187.96,2.3,0.46,3.31,0.56,0.55,0.46,0.69,0.0,83.91452,32.219028062970565,Darren Till
177.8,177.8,2.48,0.59,1.71,0.57,3.26,0.44,0.33,1.7,65.77083999999999,30.442162902121833,Bryce Mitchell
170.18,170.18,3.71,0.46,3.9,0.44,2.83,0.52,0.58,0.0,61.23492,31.745379876796715,Jay Perrin
172.72,193.04,3.07,0.45,3.93,0.52,2.14,0.45,0.77,0.0,83.91452,37.620807665982205,Dalcha Lungiambula
175.26,180.34,2.17,0.71,1.58,0.4,3.94,0.8,0.71,0.0,65.77083999999999,37.9958932238193,Erik Silva
170.18,175.26,0.77,0.37,3.73,0.4,5.28,0.55,0.0,1.1,56.699,28.139630390143736,Steven Koslow
182.88,190.5,4.2,0.45,3.04,0.55,0.27,0.41,0.64,0.0,77.11064,42.08624229979466,Stephen Thompson
172.72,177.8,4.24,0.39,4.46,0.55,0.63,0.44,0.46,1.1,56.699,35.15947980835045,Matt Schnell
185.42,195.58,5.13,0.44,3.69,0.55,1.66,0.29,0.75,0.4,83.91452,36.75838466803559,Jack Hermansson
190.5,193.04,3.22,0.52,2.94,0.42,2.12,0.25,0.82,1.9,83.91452,32.04106776180698,Kyle Daukaus
175.26,175.26,4.32,0.47,3.66,0.55,1.88,0.56,0.67,0.2,70.30676,41.45379876796714,Scott Holtzman
182.88,180.34,6.11,0.55,3.66,0.55,5.74,0.56,0.59,0.8,65.77083999999999,32.86789869952088,Jonathan Pearce
177.8,180.34,3.53,0.38,3.35,0.51,2.73,0.34,0.58,1.1,65.77083999999999,40.82683093771389,Darren Elkins
175.26,180.34,4.01,0.51,3.52,0.58,5.37,0.57,0.41,0.5,70.30676,33.45379876796714,Natan Levy
172.72,180.34,4.92,0.39,6.42,0.55,0.46,0.5,0.66,0.0,65.77083999999999,36.69815195071869,Marcelo Rojo
170.18,167.64,3.63,0.48,2.85,0.69,0.86,0.19,0.92,0.0,61.23492,30.95687885010267,Miles Johns
175.26,177.8,4.17,0.37,4.24,0.53,0.14,0.25,0.64,0.0,61.23492,34.33538672142368,Vince Morales
175.26,180.34,5.08,0.37,3.7,0.55,1.0,0.25,0.45,0.2,61.23492,31.772758384668034,Ricky Turcios
167.64,177.8,2.68,0.34,4.29,0.47,3.66,0.5,0.83,0.0,61.23492,31.94798083504449,Kevin Natividad
154.94,160.02,2.16,0.4,2.69,0.55,3.22,0.35,0.47,0.3,52.16308,37.426420260095824,Carla Esparza
172.72,180.34,4.89,0.46,4.58,0.46,2.17,0.38,0.71,0.9,70.30676,38.888432580424364,Michael Chandler
167.64,172.72,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,61.23492,43.408624229979466,Frankie Edgar
177.8,182.88,1.82,0.49,2.93,0.47,2.41,0.3,0.6,1.4,70.30676,28.895277207392198,Claudio Puelles
180.34,182.88,4.75,0.47,4.07,0.6,1.66,0.46,0.74,0.7,70.30676,35.813826146475016,Renato Moicano
170.18,180.34,4.71,0.53,3.53,0.53,1.77,0.36,0.63,0.0,70.30676,33.45379876796714,Brad Riddell
193.04,195.58,4.75,0.5,3.77,0.48,0.36,0.28,0.8,0.4,92.98636,35.214236824093085,Dominick Reyes
160.02,165.1,4.26,0.32,4.04,0.61,0.0,0.0,0.3,0.0,52.16308,40.26830937713895,Silvana Gomez Juarez
180.34,180.34,3.63,0.53,4.4,0.5,0.36,0.66,0.72,0.5,65.77083999999999,33.20191649555099,Michael Trizano
170.18,177.8,4.38,0.36,3.1,0.68,0.49,0.3,0.95,0.4,61.23492,35.37850787132101,Julio Arce
182.88,198.12,3.58,0.41,5.56,0.39,1.02,0.28,0.62,0.0,92.98636,30.524298425735797,Nicolae Negumereanu
170.18,175.26,2.63,0.65,2.28,0.35,2.4,0.72,0.66,2.7,65.77083999999999,34.87748117727584,Darrick Minner
170.18,177.8,3.35,0.44,3.29,0.54,3.81,0.42,0.61,0.9,56.699,33.60164271047228,Tagir Ulanbekov
177.8,182.88,1.94,0.42,4.65,0.4,0.96,0.75,0.75,0.3,56.699,33.713894592744694,Nate Maness
172.72,182.88,3.24,0.47,3.67,0.53,3.09,0.66,0.62,0.0,70.30676,40.47091033538672,Mark Madsen
170.18,165.1,3.18,0.47,4.88,0.43,0.0,0.0,0.53,0.6,56.699,34.06160164271047,Shanna Young
177.8,185.42,4.39,0.45,5.18,0.56,0.0,0.0,0.73,0.3,61.23492,30.937713894592743,Benito Lopez
177.8,180.34,2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0,61.23492,35.14579055441479,Liudvik Sholinian
172.72,172.72,3.97,0.46,5.17,0.44,2.28,0.36,0.53,0.3,56.699,33.776865160848736,Carlos Candelario
167.64,172.72,5.48,0.58,4.19,0.07,0.0,0.0,0.0,0.0,61.23492,26.63107460643395,Tamires Vidal
170.18,167.64,3.87,0.57,8.43,0.46,1.81,0.19,1.0,0.0,61.23492,36.47091033538672,Ramona Pascual
180.34,182.88,5.12,0.39,7.1,0.54,0.42,0.29,0.91,0.1,65.77083999999999,36.96646132785763,Calvin Kattar
193.04,203.2,4.96,0.44,5.67,0.45,0.18,0.5,0.2,0.0,120.20188,32.837782340862425,Jared Vanderaa
182.88,190.5,3.04,0.53,6.13,0.47,3.04,0.71,0.81,1.2,83.91452,30.729637234770706,Tresean Gore
162.56,175.26,0.8,0.41,1.13,0.54,0.0,0.0,0.5,1.0,56.699,29.913757700205338,Carlos Mota
172.72,175.26,5.25,0.64,3.34,0.61,4.77,0.4,1.0,0.0,61.23492,30.858316221765914,Joshua Weems
167.64,170.18,5.09,0.41,3.47,0.62,1.56,0.3,0.77,0.8,61.23492,39.096509240246405,TJ Dillashaw
175.26,172.72,4.59,0.34,4.41,0.63,0.27,0.15,0.54,0.3,56.699,36.20807665982204,Katlyn Chookagian
177.8,182.88,4.17,0.53,3.86,0.62,2.8,0.5,0.87,0.8,77.11064,32.303901437371664,Sean Brady
185.42,180.34,1.8,0.39,2.2,0.39,1.35,0.3,0.6,0.5,77.11064,32.049281314168375,Gadzhi Omargadzhiev
190.5,195.58,3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7,92.98636,38.04243668720055,Misha Cirkunov
177.8,182.88,4.68,0.35,4.62,0.58,0.74,0.42,0.57,0.1,61.23492,34.85010266940452,Brandon Davis
175.26,185.42,3.7,0.55,2.64,0.5,7.46,0.44,0.0,0.5,83.91452,29.54962354551677,Jacob Malkoun
182.88,193.04,1.93,0.45,2.64,0.46,4.16,0.45,0.35,0.2,83.91452,27.222450376454482,Nick Maximov
175.26,180.34,10.37,0.46,11.69,0.44,0.0,0.0,1.0,0.0,70.30676,28.331279945242983,Pete Rodriguez
187.96,187.96,4.49,0.57,3.73,0.62,0.71,0.33,0.88,0.0,77.11064,39.97809719370294,Mike Jackson
175.26,177.8,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,77.11064,46.554414784394254,Francisco Trinaldo
175.26,180.34,5.29,0.49,3.65,0.57,0.18,0.12,0.7,0.6,65.77083999999999,31.81930184804928,Sodiq Yusuff
187.96,203.2,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9,108.86208,47.73169062286105,Aleksei Oleinik
177.8,177.8,3.54,0.47,3.39,0.57,0.46,0.28,0.57,0.5,70.30676,39.219712525667354,Jesse Ronson
185.42,195.58,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1,83.91452,35.56741957563313,Krzysztof Jotko
175.26,185.42,6.53,0.46,7.58,0.58,0.0,0.0,0.5,0.0,61.23492,30.688569472963724,Randy Costa
177.8,187.96,0.99,0.3,3.85,0.46,0.0,0.0,0.0,0.0,83.91452,36.936344969199176,Alen Amedovski
175.26,180.34,4.31,0.45,5.35,0.47,1.04,0.2,0.5,0.5,77.11064,29.54688569472964,Louis Cosce
167.64,172.72,4.67,0.55,3.82,0.52,0.59,0.66,0.47,0.9,56.699,27.93429158110883,Mariya Agapova
187.96,187.96,5.31,0.47,6.41,0.4,0.0,0.0,0.0,0.0,70.30676,31.87953456536619,Cameron VanCamp
182.88,193.04,4.57,0.45,3.77,0.52,1.05,0.3,0.41,1.3,77.11064,39.90965092402464,Nate Diaz
187.96,190.5,7.3,0.59,3.98,0.41,3.98,0.57,1.0,3.5,83.91452,30.869267624914443,Khamzat Chimaev
182.88,180.34,4.46,0.42,3.84,0.57,1.25,0.41,0.6,0.0,77.11064,36.982888432580424,Li Jingliang
180.34,182.88,3.64,0.44,2.61,0.46,2.17,0.34,0.64,0.3,61.23492,33.63175906913073,Macy Chiasson
175.26,190.5,4.41,0.48,5.87,0.4,0.0,0.0,0.33,0.0,120.20188,38.74880219028063,Chris Barnett
180.34,177.8,2.37,0.25,4.57,0.47,0.0,0.0,0.77,0.5,65.77083999999999,41.51403148528405,Danyelle Wolf
165.1,167.64,2.94,0.33,4.58,0.61,1.78,0.39,0.72,0.0,61.23492,33.24845995893224,Alatengheili
167.64,162.56,3.51,0.43,3.31,0.55,0.0,0.0,0.47,1.0,61.23492,38.28336755646817,Chad Anheliger
157.48,167.64,3.0,0.57,2.53,0.45,1.0,0.5,0.0,0.0,52.16308,27.57015742642026,Melissa Martinez
180.34,182.88,4.49,0.51,4.56,0.51,2.0,0.3,1.0,0.0,77.11064,31.304585900068446,Darian Weeks
182.88,187.96,3.32,0.39,3.44,0.61,1.46,0.39,0.83,0.0,83.91452,35.252566735112936,Alessio Di Chirico
182.88,190.5,2.96,0.41,3.28,0.46,1.76,0.35,0.46,0.5,83.91452,33.327857631759066,Dustin Stoltzfus
177.8,177.8,1.87,0.29,4.0,0.44,1.0,0.2,0.57,0.0,70.30676,28.577686516084874,Michal Figlak
165.1,175.26,2.64,0.32,4.12,0.46,0.0,0.0,0.61,0.2,61.23492,33.07597535934291,Khalid Taha
185.42,182.88,6.5,0.6,6.38,0.47,0.53,0.75,0.79,0.0,83.91452,33.89733059548254,Paulo Costa
190.5,195.58,4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,83.91452,40.40520191649555,Luke Rockhold
170.18,177.8,3.57,0.46,3.74,0.6,0.49,0.54,0.91,0.1,61.23492,38.510609171800134,Jose Aldo
172.72,167.64,4.23,0.41,4.95,0.49,0.62,0.3,0.63,0.2,61.23492,28.903490759753595,Wu Yanan
187.96,190.5,3.54,0.52,6.53,0.42,0.0,0.0,0.0,2.0,92.98636,36.19164955509925,Harry Hunsucker
182.88,190.5,2.82,0.46,3.4,0.54,0.88,0.25,0.86,0.2,70.30676,45.10335386721424,Leonardo Santos
180.34,185.42,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2,65.77083999999999,34.12731006160164,Luis Saldana
167.64,172.72,2.04,0.61,2.59,0.61,2.51,0.75,0.76,0.4,56.699,35.389459274469544,Francisco Figueiredo
170.18,175.26,6.04,0.49,7.12,0.48,1.53,0.45,0.55,0.0,61.23492,31.718001368925393,Aoriqileng
172.72,172.72,3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1,61.23492,40.01368925393566,Dominick Cruz
165.1,162.56,4.39,0.45,3.47,0.55,0.24,0.33,0.73,0.5,56.699,39.27720739219713,Nina Nunes
172.72,180.34,4.79,0.41,4.05,0.65,0.27,0.5,0.58,1.1,70.30676,36.74469541409993,Gabriel Benitez
187.96,187.96,1.89,0.41,5.86,0.31,0.0,0.0,0.3,0.0,70.30676,33.69472963723477,Charlie Ontiveros
177.8,177.8,2.15,0.44,2.54,0.52,6.9,0.48,1.0,0.9,77.11064,38.34907597535934,Jason Witt
177.8,182.88,2.75,0.48,1.75,0.64,2.14,0.31,0.6,1.1,61.23492,28.522929500342233,Youssef Zalal
187.96,193.04,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,92.98636,41.18275154004107,Thiago Santos
187.96,190.5,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,83.91452,38.85557837097878,Sam Alvey
170.18,172.72,2.79,0.47,2.57,0.57,0.0,0.0,0.33,0.0,52.16308,32.917180013689254,Miranda Granger
167.64,175.26,3.16,0.47,2.3,0.5,1.94,0.55,0.23,0.8,61.23492,35.56741957563313,Julianna Pena
167.64,165.1,4.67,0.48,3.14,0.6,2.84,0.44,0.77,1.3,56.699,32.98015058179329,Alex Perez
187.96,182.88,3.87,0.52,3.13,0.59,3.0,0.75,0.0,0.0,119.748288,32.139630390143736,Hamdy Abdelwahab
175.26,177.8,4.38,0.55,3.44,0.52,1.8,0.3,0.69,0.0,70.30676,37.01300479123888,Drakkar Klose
195.58,200.66,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,92.98636,38.16016427104723,Alexander Gustafsson
162.56,154.94,5.78,0.46,4.95,0.51,0.56,0.18,0.55,0.3,52.16308,32.82135523613963,Hannah Goldy
177.8,187.96,5.61,0.44,4.94,0.46,3.16,0.45,0.8,0.0,70.30676,29.883641341546884,Mason Jones
175.26,177.8,3.36,0.48,3.26,0.62,0.78,0.55,0.34,0.2,70.30676,38.59822039698837,Damir Hadzovic
175.26,175.26,3.08,0.36,3.86,0.47,1.67,0.35,0.38,1.0,65.77083999999999,38.554414784394254,Charles Rosa
180.34,180.34,2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1,77.11064,42.51882272416153,Claudio Silva
172.72,175.26,4.19,0.38,6.66,0.49,0.95,0.23,0.56,1.2,65.77083999999999,34.05886379192334,Brian Ortega
180.34,190.5,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4,65.77083999999999,33.987679671457904,Shane Burgos
167.64,165.1,2.61,0.44,3.1,0.51,1.88,0.29,0.55,1.3,61.23492,38.57084188911704,Miesha Tate
175.26,185.42,1.61,0.51,4.74,0.3,3.92,0.75,0.6,3.3,65.77083999999999,37.111567419575636,Herbert Burns
185.42,193.04,3.29,0.36,2.66,0.6,0.61,1.0,0.66,0.0,83.91452,40.49555099247091,Dwight Grant
172.72,172.72,3.04,0.43,3.4,0.72,0.25,0.16,0.75,0.0,61.23492,37.31690622861054,Aiemann Zahabi
172.72,170.18,3.86,0.55,2.93,0.52,0.43,0.42,0.53,0.4,56.699,40.31211498973306,Antonina Shevchenko
170.18,170.18,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5,56.699,37.8590006844627,Cortney Casey
185.42,187.96,2.57,0.51,2.42,0.57,0.72,0.4,0.42,0.5,92.98636,34.44216290212184,Karl Roberson
185.42,185.42,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,70.30676,41.960301163586585,Donald Cerrone
182.88,200.66,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,83.91452,40.61875427789185,Uriah Hall
167.64,167.64,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,56.699,38.63107460643395,Jessica Eye
190.5,200.66,5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0,110.222856,37.11430527036276,Alan Baudot
172.72,175.26,4.14,0.42,5.01,0.48,0.65,0.23,0.77,0.2,61.23492,29.4072553045859,Raulian Paiva
167.64,167.64,3.36,0.41,4.61,0.54,1.79,0.42,0.6,0.7,61.23492,38.56810403832991,Brian Kelleher
175.26,177.8,5.55,0.47,4.85,0.45,0.0,0.0,0.52,1.4,61.23492,38.143737166324435,Tony Kelley
175.26,182.88,3.32,0.38,3.82,0.57,2.58,0.58,0.72,0.6,65.77083999999999,29.61806981519507,Ricardo Ramos
172.72,170.18,2.86,0.38,3.83,0.5,1.95,0.6,0.87,0.0,65.77083999999999,38.001368925393564,Danny Chavez
165.1,170.18,4.89,0.53,3.77,0.66,0.74,0.37,0.65,0.5,52.16308,29.760438056125942,Gloria de Paula
170.18,175.26,3.4,0.29,3.76,0.68,0.34,0.33,0.86,0.1,61.23492,40.714579055441476,Eddie Wineland
167.64,177.8,4.55,0.44,6.21,0.46,4.28,0.52,0.4,0.0,83.91452,35.75085557837098,Deron Winn
190.5,203.2,5.77,0.55,5.4,0.4,0.38,1.0,0.68,0.4,92.98636,32.41341546885695,Jiri Prochazka
167.64,165.1,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,52.16308,37.57152635181382,Joanna Jedrzejczyk
177.8,193.04,2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7,77.11064,37.80971937029432,Ramazan Emeev
182.88,180.34,2.91,0.26,4.86,0.49,0.0,0.0,0.45,0.0,70.30676,25.284052019164957,Maheshate
172.72,170.18,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0,56.699,36.24366872005476,Poliana Botelho
165.1,165.1,3.65,0.4,3.04,0.64,0.0,0.0,1.0,0.5,56.699,32.62422997946612,Zarrukh Adashev
190.5,187.96,0.43,0.18,4.07,0.13,0.0,0.0,0.33,0.0,92.98636,30.38193018480493,Askar Mozharov
162.56,165.1,3.84,0.37,5.19,0.48,1.08,0.28,0.75,0.8,52.16308,40.48459958932238,Felice Herrig
